Name,Class
IMG20250703092438,Unlabeled
IMG20250703092440,Unlabeled
IMG20250703092443,Unlabeled
IMG20250703092446,Unlabeled
IMG20250703092453,Unlabeled
IMG20250703092456,Unlabeled
IMG20250703092459,Unlabeled
IMG20250703092508,Unlabeled
IMG20250703092513,Unlabeled
IMG20250703092518,Unlabeled
IMG20250703092523,Unlabeled
IMG20250703092528,Unlabeled
IMG20250703092543,Unlabeled
IMG20250703092546,Unlabeled
IMG20250703092553,Unlabeled
IMG20250703092654,Unlabeled
IMG20250703092658,Unlabeled
IMG20250703092702,Unlabeled
IMG20250703092709,Unlabeled
IMG20250703092714,Unlabeled
IMG20250703092717,Unlabeled
IMG20250703092731,Unlabeled
IMG20250703092738,Unlabeled
IMG20250703092831,Unlabeled
IMG20250703092838,Unlabeled
IMG20250703092847,Unlabeled
IMG20250703092853,Unlabeled
IMG20250703092859,Unlabeled
IMG20250703092910,Unlabeled
IMG20250703092917,Unlabeled
IMG20250703092920,Unlabeled
IMG20250703092925,Unlabeled
IMG20250703093012,Unlabeled
IMG20250703093023,Unlabeled
IMG20250703093026,Unlabeled
IMG20250703093038,Unlabeled
IMG20250703093045,Unlabeled
IMG20250703093052,Unlabeled
IMG20250703093057,Unlabeled
IMG20250703093109,Unlabeled
IMG20250703093122,Unlabeled
IMG20250703093127,Unlabeled
IMG20250703093139,Unlabeled
IMG20250703093147,Unlabeled
IMG20250703093221,Unlabeled
IMG20250703093226,Unlabeled
IMG20250703093230,Unlabeled
IMG20250703093237,Unlabeled
IMG20250703093245,Unlabeled
IMG20250703093251,Unlabeled
IMG20250703093258,Unlabeled
IMG20250703093304,Unlabeled
IMG20250703093310,Unlabeled
IMG20250703093313,Unlabeled
IMG20250703093318,Unlabeled
IMG20250703093321,Unlabeled
IMG20250703093325,Unlabeled
IMG20250703093327,Unlabeled
IMG20250703093342,Unlabeled
IMG20250703093345,Unlabeled
IMG20250703093349,Unlabeled
IMG20250703093401,Unlabeled
IMG20250703093411,Unlabeled
IMG20250703093418,Unlabeled
IMG20250703093426,Unlabeled
IMG20250703093431,Unlabeled
IMG20250703093438,Unlabeled
IMG20250703093457,Unlabeled
IMG20250703093500,Unlabeled
IMG20250703093504,Unlabeled
IMG20250703093515,Unlabeled
IMG20250703093518,Unlabeled
IMG20250703093521,Unlabeled
IMG20250703093528,Unlabeled
IMG20250703093535,Unlabeled
IMG20250703093538,Unlabeled
IMG20250703093540,Unlabeled
IMG20250703093544,Unlabeled
IMG20250703093551,Unlabeled
IMG20250703093553,Unlabeled
IMG20250703093557,Unlabeled
IMG20250703093630,Unlabeled
IMG20250703093643,Unlabeled
IMG20250703093648,Unlabeled
IMG20250703093701,Mites
IMG20250703093724,Mites
IMG20250703093733,Unlabeled
IMG20250703093750,Mites
IMG20250703093754,Unlabeled
IMG20250703093803,Unlabeled
IMG20250703093808,Unlabeled
IMG20250703093812,Unlabeled
IMG20250703093816,Unlabeled
IMG20250703093822,Unlabeled
IMG20250703093829,Unlabeled
IMG20250703093837,Unlabeled
IMG20250703093840,Unlabeled
IMG20250703093844,Unlabeled
IMG20250703093854,Unlabeled
IMG20250703093859,Unlabeled
IMG20250703093910,Unlabeled
IMG20250703093919,Unlabeled
IMG20250703093924,Unlabeled
IMG20250703093928,Unlabeled
IMG20250703093939,Unlabeled
IMG20250703093943,Unlabeled
IMG20250703093951,Unlabeled
IMG20250703093954,Unlabeled
IMG20250703094000,Unlabeled
IMG20250703094605,Canker
IMG20250703094609,Anthracnose
IMG20250703094620,Anthracnose
IMG20250703094624,Anthracnose
IMG20250703094636,Anthracnose
IMG20250703094640,Anthracnose
IMG20250703094648,Anthracnose
IMG20250703094652,Anthracnose
IMG20250703094746,Anthracnose
IMG20250703094756,Anthracnose
IMG20250703094929,Unlabeled
IMG20250703094932,Unlabeled
IMG20250703094937,Unlabeled
IMG20250703094942,Unlabeled
IMG20250703095045,Unlabeled
IMG20250703095054,Unlabeled
IMG20250703095104,Unlabeled
IMG20250703095106,Unlabeled
IMG20250703095114,Unlabeled
IMG20250703095120,Unlabeled
IMG20250703095131,Unlabeled
IMG20250703095136,Unlabeled
IMG20250703095230,Unlabeled
IMG20250703095234,Unlabeled
IMG20250703095241,Unlabeled
IMG20250703095249,Unlabeled
IMG20250703095253,Unlabeled
IMG20250703095255,Unlabeled
IMG20250703095257,Unlabeled
IMG20250703095302,Unlabeled
IMG20250703095304,Unlabeled
IMG20250703095308,Unlabeled
IMG20250703095417,Unlabeled
IMG20250703095421,Unlabeled
IMG20250703095432,Unlabeled
IMG20250703095501,Unlabeled
IMG20250703095503,Unlabeled
IMG20250703095508,Unlabeled
IMG20250703095511,Unlabeled
IMG20250703095529,Unlabeled
IMG20250703095546,Unlabeled
IMG20250703095559,Unlabeled
IMG20250703095602,Unlabeled
IMG20250703095614,Unlabeled
IMG20250703095617,Unlabeled
IMG20250703095624,Unlabeled
IMG20250703095634,Unlabeled
IMG20250703095642,Unlabeled
IMG20250703095646,Anthracnose
IMG20250703095657,Unlabeled
IMG20250703095716,Unlabeled
IMG20250703095738,Unlabeled
IMG20250703095802,Unlabeled
IMG20250703095805,Unlabeled
IMG20250703095808,Unlabeled
IMG20250703095816,Unlabeled
IMG20250703095819,Unlabeled
IMG20250703095822,Unlabeled
IMG20250703095901,Unlabeled
IMG20250703095905,Unlabeled
IMG20250703095913,Unlabeled
IMG20250703095917,Unlabeled
IMG20250703095928,Unlabeled
IMG20250703095937,Unlabeled
IMG20250703095939,Unlabeled
IMG20250703095951,Unlabeled
IMG20250703100007,Unlabeled
IMG20250703100019,Unlabeled
IMG20250703100022,Unlabeled
IMG20250703100025,Unlabeled
IMG20250703100033,Unlabeled
IMG20250703100036,Unlabeled
IMG20250703100039,Unlabeled
IMG20250703100044,Unlabeled
IMG20250703100047,Unlabeled
IMG20250703100053,Unlabeled
IMG20250703100100,Unlabeled
IMG20250703100103,Unlabeled
IMG20250703100109,Unlabeled
IMG20250703100112,Unlabeled
IMG20250703100121,Unlabeled
IMG20250703100123,Unlabeled
IMG20250703100126,Unlabeled
IMG20250703100131,Unlabeled
IMG20250703100137,Unlabeled
IMG20250703100143,Unlabeled
IMG20250703100145,Unlabeled
IMG20250703100235,Unlabeled
IMG20250703100239,Anthracnose
IMG20250703100242,Anthracnose
IMG20250703100445,Unlabeled
IMG20250703100450,Unlabeled
IMG20250703100500,Unlabeled
IMG20250703100506,Unlabeled
IMG20250703100520,Unlabeled
IMG20250703100523,Unlabeled
IMG20250703100528,Unlabeled
IMG20250703100537,Unlabeled
IMG20250703100548,Unlabeled
IMG20250703100552,Unlabeled
IMG20250703100610,Unlabeled
IMG20250703100615,Unlabeled
IMG20250703100625,Unlabeled
IMG20250703100627,Unlabeled
IMG20250703100632,Unlabeled
IMG20250703100638,Unlabeled
IMG20250703100642,Unlabeled
IMG20250703100644,Unlabeled
IMG20250703100647,Unlabeled
IMG20250703100655,Unlabeled
IMG20250703100659,Unlabeled
IMG20250703100704,Unlabeled
IMG20250703100728,Unlabeled
IMG20250703100730,Unlabeled
IMG20250703100736,Unlabeled
IMG20250703100744,Unlabeled
IMG20250703100749,Unlabeled
IMG20250703100800,Unlabeled
IMG20250703100803,Unlabeled
IMG20250703100811,Unlabeled
IMG20250703100820,Unlabeled
IMG20250703100825,Unlabeled
IMG20250703100840,Unlabeled
IMG20250703100842,Unlabeled
IMG20250703100856,Unlabeled
IMG20250703100900,Unlabeled
IMG20250703100902,Unlabeled
IMG20250703100921,Unlabeled
IMG20250703100931,Unlabeled
IMG20250703100945,Unlabeled
IMG20250703100952,Unlabeled
IMG20250703101003,Unlabeled
IMG20250703101006,Unlabeled
IMG20250703101009,Unlabeled
IMG20250703101011,Unlabeled
IMG20250703101016,Unlabeled
IMG20250703101027,Unlabeled
IMG20250703101029,Unlabeled
IMG20250703101034,Unlabeled
IMG20250703101043,Unlabeled
IMG20250703101046,Unlabeled
IMG20250703101049,Unlabeled
IMG20250703101051,Unlabeled
IMG20250703101056,Unlabeled
IMG20250703101105,Unlabeled
IMG20250703101107,Unlabeled
IMG20250703101109,Unlabeled
IMG20250703101125,Unlabeled
IMG20250703101128,Unlabeled
IMG20250703101134,Unlabeled
IMG20250703101137,Unlabeled
IMG20250703101156,Unlabeled
IMG20250703101203,Unlabeled
IMG20250703101213,Unlabeled
IMG20250703101220,Unlabeled
IMG20250703101224,Anthracnose
IMG20250703101243,Unlabeled
IMG20250703101253,Unlabeled
IMG20250703101255,Unlabeled
IMG20250703101310,Unlabeled
IMG20250703101313,Unlabeled
IMG20250703101325,Unlabeled
IMG20250703101514,Unlabeled
IMG20250703101516,Unlabeled
IMG20250703101521,Unlabeled
IMG20250703101524,Unlabeled
IMG20250703101528,Unlabeled
IMG20250703101534,Unlabeled
IMG20250703101543,Unlabeled
IMG20250703101550,Unlabeled
IMG20250703101610,Unlabeled
IMG20250703101614,Unlabeled
IMG20250703101630,Unlabeled
IMG20250703101638,Unlabeled
IMG20250703101646,Unlabeled
IMG20250703101708,Unlabeled
IMG20250703101710,Unlabeled
IMG20250703101714,Unlabeled
IMG20250703101723,Unlabeled
IMG20250703101728,Unlabeled
IMG20250703101733,Unlabeled
IMG20250703101735,Unlabeled
IMG20250703101811,Unlabeled
IMG20250703101813,Unlabeled
IMG20250703101816,Unlabeled
IMG20250703101830,Unlabeled
IMG20250703101833,Unlabeled
IMG20250703101836,Unlabeled
IMG20250703101854,Unlabeled
IMG20250703101938,Unlabeled
IMG20250703102255,Unlabeled
IMG20250703102318,Unlabeled
IMG20250703102351,Unlabeled
IMG20250703102404,Unlabeled
IMG20250801075440,Unlabeled
IMG20250801075450,Unlabeled
IMG20250801075454,Unlabeled
IMG20250801075507,Unlabeled
IMG20250801075511,Unlabeled
IMG20250801075515,Unlabeled
IMG20250801075530,Unlabeled
IMG20250801075540,Unlabeled
IMG20250801075553,Unlabeled
IMG20250801075603,Unlabeled
IMG20250801075608,Unlabeled
IMG20250801075612,Unlabeled
IMG20250801075617,Unlabeled
IMG20250801075619,Unlabeled
IMG20250801075844,Unlabeled
IMG20250801075923,Unlabeled
IMG20250801075929,Unlabeled
IMG20250801075943,Unlabeled
IMG20250801075948,Unlabeled
IMG20250801075955,Unlabeled
IMG20250801080004,Unlabeled
IMG20250801080016,Unlabeled
IMG20250801080034,Canker
IMG20250801080046,Unlabeled
IMG20250801080053,Canker
IMG20250801080222,Unlabeled
IMG20250801080247,Unlabeled
IMG20250801080350,Unlabeled
IMG20250801080353,Unlabeled
IMG20250801080404,Unlabeled
IMG20250801080408,Unlabeled
IMG20250801080415,Unlabeled
IMG20250801080432,Unlabeled
IMG20250801080450,Unlabeled
IMG20250801080453,Unlabeled
IMG20250801080511,Mites
IMG20250801080515,Mites
IMG20250801080522,Mites
IMG20250801080526,Mites
IMG20250801080531,Mites
IMG20250801080536,Mites
IMG20250801080551,Unlabeled
IMG20250801080554,Unlabeled
IMG20250801080558,Unlabeled
IMG20250801080638,Unlabeled
IMG20250801080646,Unlabeled
IMG20250801080651,Unlabeled
IMG20250801080718,Unlabeled
IMG20250801080722,Unlabeled
IMG20250801080746,Unlabeled
IMG20250801080752,Unlabeled
IMG20250801080812,Unlabeled
IMG20250801080822,Unlabeled
IMG20250801080830,Unlabeled
IMG20250801080838,Unlabeled
IMG20250801080848,Unlabeled
IMG20250801080855,Unlabeled
IMG20250801080908,Unlabeled
IMG20250801080910,Unlabeled
IMG20250801080914,Unlabeled
IMG20250801080921,Unlabeled
IMG20250801080925,Unlabeled
IMG20250801080929,Unlabeled
IMG20250801080949,Unlabeled
IMG20250801081001,Unlabeled
IMG20250801081006,Unlabeled
IMG20250801081019,Unlabeled
IMG20250801081025,Unlabeled
IMG20250801081031,Unlabeled
IMG20250801081058,Unlabeled
IMG20250801081111,Unlabeled
IMG20250801081118,Unlabeled
IMG20250801081126,Unlabeled
IMG20250801081136,Unlabeled
IMG20250801081138,Unlabeled
IMG20250801081149,Unlabeled
IMG20250801081200,Unlabeled
IMG20250801081207,Unlabeled
IMG20250801081215,Unlabeled
IMG20250801081238,Unlabeled
IMG20250801081258,Unlabeled
IMG20250801081317,Unlabeled
IMG20250801081321,Unlabeled
IMG20250801081336,Unlabeled
IMG20250801081342,Unlabeled
IMG20250801081409,Unlabeled
IMG20250801081412,Unlabeled
IMG20250801081415,Unlabeled
IMG20250801081423,Unlabeled
IMG20250801081553,Unlabeled
IMG20250801081600,Unlabeled
IMG20250801081608,Unlabeled
IMG20250801081614,Unlabeled
IMG20250801081623,Unlabeled
IMG20250801081630,Unlabeled
IMG20250801081706,Unlabeled
IMG20250801081713,Unlabeled
IMG20250801081719,Unlabeled
IMG20250801081811,Canker
IMG20250801081813,Unlabeled
IMG20250801081819,Canker
IMG20250801081822,Unlabeled
IMG20250801081834,Canker
IMG20250801081914,Canker
IMG20250801081934,Unlabeled
IMG20250801081941,Unlabeled
IMG20250801081957,Canker
IMG20250801082009,Unlabeled
IMG20250801082018,Unlabeled
IMG20250801082134,Unlabeled
IMG20250801082148,Unlabeled
IMG20250801082210,Unlabeled
IMG20250801082214,Unlabeled
IMG20250801082502,Unlabeled
IMG20250801082512,Unlabeled
IMG20250801082604,Unlabeled
IMG20250801082608,Unlabeled
IMG20250801082616,Unlabeled
IMG20250801082643,Unlabeled
IMG20250801082710,Unlabeled
IMG20250801082714,Unlabeled
IMG20250801082720,Unlabeled
IMG20250801082818,Unlabeled
IMG20250801082859,Unlabeled
IMG20250801082955,Unlabeled
IMG20250801083005,Unlabeled
IMG20250801083016,Unlabeled
IMG20250801083026,Mites
IMG20250801083030,Mites
IMG20250801083159,Unlabeled
IMG20250801083222,Unlabeled
IMG20250801083227,Unlabeled
IMG20250801083251,Unlabeled
IMG20250801083302,Unlabeled
IMG20250801083317,Unlabeled
IMG20250801083428,Unlabeled
IMG20250801083432,Unlabeled
IMG20250801083437,Unlabeled
IMG20250801083457,Anthracnose
IMG20250801083501,Anthracnose
IMG20250801083505,Anthracnose
IMG20250801083514,Anthracnose
IMG20250801083518,Unlabeled
IMG20250801083554,Borer
IMG20250801083606,Borer
IMG20250801083610,Unlabeled
IMG20250801083701,Unlabeled
IMG20250801083833,Borer
IMG20250801083849,Unlabeled
IMG20250801083854,Unlabeled
IMG20250801083901,Unlabeled
IMG20250801084023,Unlabeled
IMG20250801084034,Unlabeled
IMG20250801084042,Unlabeled
IMG20250801084050,Unlabeled
IMG20250801084114,Unlabeled
IMG20250801084140,Unlabeled
IMG20250801084152,Unlabeled
IMG20250801084419,Unlabeled
IMG20250801084423,Unlabeled
IMG20250801084430,Unlabeled
IMG20250801084435,Unlabeled
IMG20250801084519,Unlabeled
IMG20250801084529,Unlabeled
IMG20250801084542,Unlabeled
IMG20250801084546,Unlabeled
IMG20250801084552,Unlabeled
IMG20250801084557,Unlabeled
IMG20250801084609,Unlabeled
IMG20250801084612,Unlabeled
IMG20250801084630,Mites
IMG20250801084636,Mites
IMG20250801084642,Mites
IMG20250801084650,Mites
IMG20250801084654,Mites
IMG20250801084700,Mites
IMG20250801084711,Unlabeled
IMG20250801084732,Mites
IMG20250801084736,Unlabeled
IMG20250801084743,Mites
IMG20250801084757,Unlabeled
IMG20250801084801,Unlabeled
IMG20250801084808,Unlabeled
IMG20250801084819,Unlabeled
IMG20250801084831,Unlabeled
IMG20250801084848,Unlabeled
IMG20250801084852,Unlabeled
IMG20250801084906,Unlabeled
IMG20250801084911,Unlabeled
IMG20250801084928,Unlabeled
IMG20250801084937,Unlabeled
IMG20250801084948,Unlabeled
IMG20250801084954,Unlabeled
IMG20250801085011,Unlabeled
IMG20250801085016,Canker
IMG20250801085030,Unlabeled
IMG20250801085040,Unlabeled
IMG20250801085047,Canker
IMG20250801085104,Unlabeled
IMG20250801085658,Canker
IMG20250801085703,Unlabeled
IMG20250801085707,Canker
IMG20250801085711,Canker
IMG20250801085716,Unlabeled
IMG20250801085719,Canker
IMG20250801085724,Canker
IMG20250801085730,Canker
IMG20250801085736,Canker
IMG20250801085757,Canker
IMG20250801085800,Canker
IMG20250801085814,Canker
IMG20250801085823,Unlabeled
IMG20250801085830,Unlabeled
IMG20250801085841,Unlabeled
IMG20250801085849,Unlabeled
IMG20250801085858,Unlabeled
IMG20250801085900,Unlabeled
IMG20250801085907,Canker
IMG20250801085915,Canker
IMG20250801085931,Canker
IMG20250801085936,Canker
IMG20250801085949,Canker
IMG20250801090000,Unlabeled
IMG20250801090016,Unlabeled
IMG20250801090019,Unlabeled
IMG20250801090026,Unlabeled
IMG20250801090029,Unlabeled
IMG20250801090035,Unlabeled
IMG20250801090038,Unlabeled
IMG20250801090119,Unlabeled
IMG20250801090144,Unlabeled
IMG20250801090202,Unlabeled
IMG20250801090227,Unlabeled
IMG20250801090235,Unlabeled
IMG20250801090243,Unlabeled
IMG20250801090246,Unlabeled
IMG20250801090452,Unlabeled
IMG20250801090506,Unlabeled
IMG20250801090518,Unlabeled
IMG20250801090834,Unlabeled
IMG20250801090842,Unlabeled
IMG20250801090849,Unlabeled
IMG20250801090928,Unlabeled
IMG20250801090943,Unlabeled
IMG20250801090954,Unlabeled
IMG20250801091002,Unlabeled
IMG20250801091010,Unlabeled
IMG20250801091020,Unlabeled
IMG20250801091028,Unlabeled
