Name,Class
IMG20250703092419,Healthy
IMG20250703092421,Healthy
IMG20250703092429,Canker
IMG20250703092433,
IMG20250703092438,Healthy
IMG20250703092440,
IMG20250703092443,Healthy
IMG20250703092446,Canker
IMG20250703092453,Healthy
IMG20250703092456,
IMG20250703092459,
IMG20250703092508,Canker
IMG20250703092513,Canker
IMG20250703092518,
IMG20250703092523,Canker
IMG20250703092528,Anthracnose
IMG20250703092543,Canker
IMG20250703092546,Canker
IMG20250703092553,Anthracnose
IMG20250703092654,Anthracnose
IMG20250703092658,Anthracnose
IMG20250703092702,Anthracnose
IMG20250703092709,Anthracnose
IMG20250703092714,Anthracnose
IMG20250703092717,Anthracnose
IMG20250703092731,Anthracnose
IMG20250703092738,Anthracnose
IMG20250703092831,Anthracnose
IMG20250703092838,Canker
IMG20250703092847,
IMG20250703092853,Healthy
IMG20250703092859,Healthy
IMG20250703092910,Healthy
IMG20250703092917,Healthy
IMG20250703092920,Healthy
IMG20250703092925,Canker
IMG20250703093012,Canker
IMG20250703093023,Anthracnose
IMG20250703093026,Canker
IMG20250703093038,Mites
IMG20250703093045,Anthracnose
IMG20250703093052,Canker
IMG20250703093057,
IMG20250703093109,Canker
IMG20250703093122,Borer
IMG20250703093127,Anthracnose
IMG20250703093139,Anthracnose
IMG20250703093147,Canker
IMG20250703093221,Borer
IMG20250703093226,Anthracnose
IMG20250703093230,Anthracnose
IMG20250703093237,
IMG20250703093245,Canker
IMG20250703093251,Unusable
IMG20250703093258,Canker
IMG20250703093304,Borer
IMG20250703093310,
IMG20250703093313,Anthracnose
IMG20250703093318,Mites
IMG20250703093321,Anthracnose
IMG20250703093325,Anthracnose
IMG20250703093327,Canker
IMG20250703093342,Anthracnose
IMG20250703093345,Canker
IMG20250703093349,Canker
IMG20250703093401,Healthy
IMG20250703093411,Healthy
IMG20250703093418,Healthy
IMG20250703093426,Anthracnose
IMG20250703093431,Anthracnose
IMG20250703093438,
IMG20250703093457,Anthracnose
IMG20250703093500,Anthracnose
IMG20250703093504,Anthracnose
IMG20250703093515,Canker
IMG20250703093518,Canker
IMG20250703093521,Healthy
IMG20250703093528,
IMG20250703093535,Healthy
IMG20250703093538,Anthracnose
IMG20250703093540,Canker
IMG20250703093544,Anthracnose
IMG20250703093551,Healthy
IMG20250703093553,Healthy
IMG20250703093557,Healthy
IMG20250703093630,Healthy
IMG20250703093643,Mites
IMG20250703093648,Healthy
IMG20250703093701,Mites
IMG20250703093724,Mites
IMG20250703093733,Canker
IMG20250703093750,Mites
IMG20250703093754,Anthracnose
IMG20250703093803,
IMG20250703093808,Canker
IMG20250703093812,Canker
IMG20250703093816,Healthy
IMG20250703093822,Canker
IMG20250703093829,Healthy
IMG20250703093837,Healthy
IMG20250703093840,Healthy
IMG20250703093844,Healthy
IMG20250703093854,
IMG20250703093859,Canker
IMG20250703093910,Mites
IMG20250703093919,Healthy
IMG20250703093924,Canker
IMG20250703093928,Healthy
IMG20250703093939,Anthracnose
IMG20250703093943,
IMG20250703093951,Borer
IMG20250703093954,Canker
IMG20250703094000,Canker
IMG20250703094605,
IMG20250703094609,Anthracnose
IMG20250703094620,Anthracnose
IMG20250703094624,Anthracnose
IMG20250703094636,Anthracnose
IMG20250703094640,Anthracnose
IMG20250703094648,Anthracnose
IMG20250703094652,Anthracnose
IMG20250703094746,Anthracnose
IMG20250703094756,
IMG20250703094929,Healthy
IMG20250703094932,Healthy
IMG20250703094937,Healthy
IMG20250703094942,Healthy
IMG20250703095045,Healthy
IMG20250703095054,Healthy
IMG20250703095104,Healthy
IMG20250703095106,Healthy
IMG20250703095114,
IMG20250703095120,Healthy
IMG20250703095131,Healthy
IMG20250703095136,Mites
IMG20250703095230,Canker
IMG20250703095234,
IMG20250703095241,Healthy
IMG20250703095249,Healthy
IMG20250703095253,Anthracnose
IMG20250703095255,
IMG20250703095257,Canker
IMG20250703095302,Healthy
IMG20250703095304,Healthy
IMG20250703095308,Healthy
IMG20250703095417,Anthracnose
IMG20250703095421,Healthy
IMG20250703095432,Borer
IMG20250703095501,Anthracnose
IMG20250703095503,Healthy
IMG20250703095508,Anthracnose
IMG20250703095511,Mites
IMG20250703095529,Healthy
IMG20250703095546,Healthy
IMG20250703095559,Healthy
IMG20250703095602,Healthy
IMG20250703095614,Healthy
IMG20250703095617,Healthy
IMG20250703095624,Healthy
IMG20250703095634,Healthy
IMG20250703095642,Healthy
IMG20250703095646,Anthracnose
IMG20250703095657,Canker
IMG20250703095716,Borer
IMG20250703095738,Healthy
IMG20250703095802,Canker
IMG20250703095805,Canker
IMG20250703095808,Canker
IMG20250703095816,Canker
IMG20250703095819,Healthy
IMG20250703095822,Healthy
IMG20250703095901,Anthracnose
IMG20250703095905,Canker
IMG20250703095913,Healthy
IMG20250703095917,Healthy
IMG20250703095928,Borer
IMG20250703095937,Borer
IMG20250703095939,Canker
IMG20250703095951,Healthy
IMG20250703100007,
IMG20250703100019,
IMG20250703100022,
IMG20250703100025,Healthy
IMG20250703100033,Healthy
IMG20250703100036,Anthracnose
IMG20250703100039,Canker
IMG20250703100044,Canker
IMG20250703100047,Canker
IMG20250703100053,Healthy
IMG20250703100100,Healthy
IMG20250703100103,Healthy
IMG20250703100109,Healthy
IMG20250703100112,Healthy
IMG20250703100121,Healthy
IMG20250703100123,Healthy
IMG20250703100126,Healthy
IMG20250703100131,Healthy
IMG20250703100137,Healthy
IMG20250703100143,Healthy
IMG20250703100145,Healthy
IMG20250703100235,
IMG20250703100239,Anthracnose
IMG20250703100242,Anthracnose
IMG20250703100445,Healthy
IMG20250703100450,Healthy
IMG20250703100500,Healthy
IMG20250703100506,Healthy
IMG20250703100520,
IMG20250703100523,Healthy
IMG20250703100528,Canker
IMG20250703100537,Canker
IMG20250703100548,
IMG20250703100552,Healthy
IMG20250703100610,Healthy
IMG20250703100615,Healthy
IMG20250703100625,Healthy
IMG20250703100627,Healthy
IMG20250703100632,
IMG20250703100638,
IMG20250703100642,Healthy
IMG20250703100644,Healthy
IMG20250703100647,Healthy
IMG20250703100655,Healthy
IMG20250703100659,Healthy
IMG20250703100704,Healthy
IMG20250703100728,Healthy
IMG20250703100730,Healthy
IMG20250703100736,Healthy
IMG20250703100744,Healthy
IMG20250703100749,Healthy
IMG20250703100800,Healthy
IMG20250703100803,Healthy
IMG20250703100811,
IMG20250703100820,Healthy
IMG20250703100825,
IMG20250703100840,Healthy
IMG20250703100842,Healthy
IMG20250703100856,Healthy
IMG20250703100900,Healthy
IMG20250703100902,Healthy
IMG20250703100921,Healthy
IMG20250703100931,Healthy
IMG20250703100945,Healthy
IMG20250703100952,Healthy
IMG20250703101003,Healthy
IMG20250703101006,Healthy
IMG20250703101009,Healthy
IMG20250703101011,Healthy
IMG20250703101016,Healthy
IMG20250703101027,Healthy
IMG20250703101029,
IMG20250703101034,Canker
IMG20250703101043,Canker
IMG20250703101046,Healthy
IMG20250703101049,Healthy
IMG20250703101051,Healthy
IMG20250703101056,Canker
IMG20250703101105,
IMG20250703101107,Healthy
IMG20250703101109,Healthy
IMG20250703101125,Healthy
IMG20250703101128,Healthy
IMG20250703101134,Healthy
IMG20250703101137,Healthy
IMG20250703101156,Healthy
IMG20250703101203,Healthy
IMG20250703101213,Anthracnose
IMG20250703101220,Anthracnose
IMG20250703101224,Anthracnose
IMG20250703101243,Healthy
IMG20250703101253,Healthy
IMG20250703101255,Borer
IMG20250703101310,Healthy
IMG20250703101313,Healthy
IMG20250703101325,Healthy
IMG20250703101514,Healthy
IMG20250703101516,Healthy
IMG20250703101521,Healthy
IMG20250703101524,Healthy
IMG20250703101528,Healthy
IMG20250703101534,Healthy
IMG20250703101543,Healthy
IMG20250703101550,Healthy
IMG20250703101610,Anthracnose
IMG20250703101614,Anthracnose
IMG20250703101630,Healthy
IMG20250703101638,Healthy
IMG20250703101646,
IMG20250703101708,Anthracnose
IMG20250703101710,
IMG20250703101714,Healthy
IMG20250703101723,Healthy
IMG20250703101728,
IMG20250703101733,Anthracnose
IMG20250703101735,Healthy
IMG20250703101811,
IMG20250703101813,Healthy
IMG20250703101816,Healthy
IMG20250703101830,Healthy
IMG20250703101833,Healthy
IMG20250703101836,Healthy
IMG20250703101854,Healthy
IMG20250703101938,Healthy
IMG20250703102255,Canker
IMG20250703102318,Healthy
IMG20250703102351,Canker
IMG20250703102404,Healthy
IMG20250801075440,Healthy
IMG20250801075450,Healthy
IMG20250801075454,Healthy
IMG20250801075507,Healthy
IMG20250801075511,Healthy
IMG20250801075515,Healthy
IMG20250801075530,Healthy
IMG20250801075540,Healthy
IMG20250801075553,Healthy
IMG20250801075603,Borer
IMG20250801075608,Healthy
IMG20250801075612,Healthy
IMG20250801075617,Healthy
IMG20250801075619,Healthy
IMG20250801075844,
IMG20250801075923,Healthy
IMG20250801075929,Healthy
IMG20250801075943,Anthracnose
IMG20250801075948,Anthracnose
IMG20250801075955,Healthy
IMG20250801080004,Healthy
IMG20250801080016,Healthy
IMG20250801080034,
IMG20250801080046,Healthy
IMG20250801080053,Canker
IMG20250801080222,Borer
IMG20250801080247,Borer
IMG20250801080350,Healthy
IMG20250801080353,Healthy
IMG20250801080404,Healthy
IMG20250801080408,Healthy
IMG20250801080415,Healthy
IMG20250801080432,Healthy
IMG20250801080450,Healthy
IMG20250801080453,Healthy
IMG20250801080511,Mites
IMG20250801080515,Mites
IMG20250801080522,Mites
IMG20250801080526,Mites
IMG20250801080531,Mites
IMG20250801080536,Mites
IMG20250801080551,Healthy
IMG20250801080554,Healthy
IMG20250801080558,Healthy
IMG20250801080638,Healthy
IMG20250801080646,Healthy
IMG20250801080651,Healthy
IMG20250801080718,Healthy
IMG20250801080722,Healthy
IMG20250801080746,Healthy
IMG20250801080752,Healthy
IMG20250801080812,Healthy
IMG20250801080822,Healthy
IMG20250801080830,Healthy
IMG20250801080838,
IMG20250801080848,Anthracnose
IMG20250801080855,Borer
IMG20250801080908,Healthy
IMG20250801080910,Healthy
IMG20250801080914,Healthy
IMG20250801080921,Healthy
IMG20250801080925,Healthy
IMG20250801080929,Healthy
IMG20250801080949,Healthy
IMG20250801081001,Mites
IMG20250801081006,Healthy
IMG20250801081019,Anthracnose
IMG20250801081025,
IMG20250801081031,Healthy
IMG20250801081058,Canker
IMG20250801081111,Healthy
IMG20250801081118,Healthy
IMG20250801081126,Healthy
IMG20250801081136,Healthy
IMG20250801081138,Healthy
IMG20250801081149,Healthy
IMG20250801081200,Healthy
IMG20250801081207,Healthy
IMG20250801081215,Healthy
IMG20250801081238,Healthy
IMG20250801081258,Mites
IMG20250801081317,Healthy
IMG20250801081321,Healthy
IMG20250801081336,Canker
IMG20250801081342,Anthracnose
IMG20250801081409,Healthy
IMG20250801081412,Healthy
IMG20250801081415,Healthy
IMG20250801081423,Healthy
IMG20250801081553,Healthy
IMG20250801081600,Healthy
IMG20250801081608,Healthy
IMG20250801081614,Healthy
IMG20250801081623,Healthy
IMG20250801081630,Mites
IMG20250801081706,Mites
IMG20250801081713,Canker
IMG20250801081719,
IMG20250801081811,Canker
IMG20250801081813,Canker
IMG20250801081819,Canker
IMG20250801081822,
IMG20250801081834,Canker
IMG20250801081914,Canker
IMG20250801081934,Healthy
IMG20250801081941,Healthy
IMG20250801081957,Canker
IMG20250801082009,Healthy
IMG20250801082018,Healthy
IMG20250801082134,Borer
IMG20250801082148,Borer
IMG20250801082210,
IMG20250801082214,Mites
IMG20250801082502,Borer
IMG20250801082512,Borer
IMG20250801082604,
IMG20250801082608,Borer
IMG20250801082616,Borer
IMG20250801082643,Borer
IMG20250801082710,Borer
IMG20250801082714,Borer
IMG20250801082720,Borer
IMG20250801082818,Healthy
IMG20250801082859,Healthy
IMG20250801082955,Borer
IMG20250801083005,Borer
IMG20250801083016,Borer
IMG20250801083026,Mites
IMG20250801083030,Mites
IMG20250801083159,Healthy
IMG20250801083222,
IMG20250801083227,Anthracnose
IMG20250801083251,Healthy
IMG20250801083302,Healthy
IMG20250801083317,Healthy
IMG20250801083428,Borer
IMG20250801083432,Borer
IMG20250801083437,Borer
IMG20250801083457,Anthracnose
IMG20250801083501,Anthracnose
IMG20250801083505,Anthracnose
IMG20250801083514,Anthracnose
IMG20250801083518,Anthracnose
IMG20250801083554,Borer
IMG20250801083606,Borer
IMG20250801083610,Borer
IMG20250801083701,Healthy
IMG20250801083833,Borer
IMG20250801083849,Borer
IMG20250801083854,Anthracnose
IMG20250801083901,Borer
IMG20250801084023,Canker
IMG20250801084034,Healthy
IMG20250801084042,Healthy
IMG20250801084050,Healthy
IMG20250801084114,Healthy
IMG20250801084140,Canker
IMG20250801084152,Borer
IMG20250801084419,Borer
IMG20250801084423,Borer
IMG20250801084430,Borer
IMG20250801084435,Borer
IMG20250801084519,Borer
IMG20250801084529,Borer
IMG20250801084542,Canker
IMG20250801084546,Anthracnose
IMG20250801084552,Healthy
IMG20250801084557,Healthy
IMG20250801084609,Healthy
IMG20250801084612,Healthy
IMG20250801084630,Mites
IMG20250801084636,Mites
IMG20250801084642,Mites
IMG20250801084650,Mites
IMG20250801084654,Mites
IMG20250801084700,Mites
IMG20250801084711,Mites
IMG20250801084732,Mites
IMG20250801084736,Mites
IMG20250801084743,Mites
IMG20250801084757,Healthy
IMG20250801084801,Healthy
IMG20250801084808,Healthy
IMG20250801084819,Healthy
IMG20250801084831,Healthy
IMG20250801084848,Healthy
IMG20250801084852,Healthy
IMG20250801084906,Healthy
IMG20250801084911,Healthy
IMG20250801084928,Healthy
IMG20250801084937,
IMG20250801084948,Healthy
IMG20250801084954,Healthy
IMG20250801085011,Healthy
IMG20250801085016,Canker
IMG20250801085030,Healthy
IMG20250801085040,Healthy
IMG20250801085047,Canker
IMG20250801085104,Healthy
IMG20250801085658,Canker
IMG20250801085703,Healthy
IMG20250801085707,Canker
IMG20250801085711,Canker
IMG20250801085716,Healthy
IMG20250801085719,Canker
IMG20250801085724,Canker
IMG20250801085730,Canker
IMG20250801085736,Canker
IMG20250801085757,Canker
IMG20250801085800,Canker
IMG20250801085814,Canker
IMG20250801085823,Healthy
IMG20250801085830,Healthy
IMG20250801085841,Canker
IMG20250801085849,Healthy
IMG20250801085858,Canker
IMG20250801085900,Canker
IMG20250801085907,Canker
IMG20250801085915,Canker
IMG20250801085931,Canker
IMG20250801085936,Canker
IMG20250801085949,Canker
IMG20250801090000,Healthy
IMG20250801090016,Healthy
IMG20250801090019,Anthracnose
IMG20250801090026,Borer
IMG20250801090029,Healthy
IMG20250801090035,Healthy
IMG20250801090038,Mites
IMG20250801090119,Anthracnose
IMG20250801090144,Mites
IMG20250801090202,
IMG20250801090227,Anthracnose
IMG20250801090235,Healthy
IMG20250801090243,Healthy
IMG20250801090246,Healthy
IMG20250801090452,Borer
IMG20250801090506,Borer
IMG20250801090518,Borer
IMG20250801090834,Borer
IMG20250801090842,Borer
IMG20250801090849,Borer
IMG20250801090928,
IMG20250801090943,Canker
IMG20250801090954,Healthy
IMG20250801091002,Healthy
IMG20250801091010,Healthy
IMG20250801091020,Healthy
IMG20250801091028,Healthy
IMG20250801091039,Healthy
IMG20250801091103,Healthy
IMG20250801091131,Healthy
IMG20250801091133,Healthy
IMG20250801091144,Canker
IMG20250801091153,Healthy
IMG20250801091156,Healthy
IMG20250801091301,Borer
IMG20250801091308,Borer
IMG20250801091351,Borer
IMG20250801091402,Borer
IMG20250801091431,Borer
IMG20250801091543,Borer
IMG20250801091552,Borer
IMG20250801091635,Borer
IMG20250801091645,Borer
IMG20250801091848,Canker
IMG20250801091928,Borer
IMG20250801091941,Borer
IMG20250801091947,Borer
IMG20250801092008,Healthy
IMG20250801092652,Healthy
IMG20250801092655,Healthy
IMG20250801092703,Healthy
IMG20250801092716,Healthy
IMG20250801092737,Healthy
IMG20250801092740,Healthy
IMG20250801092752,Healthy
IMG20250801092824,Anthracnose
IMG20250801092827,Healthy
IMG20250801092830,Healthy
IMG20250801092838,Healthy
IMG20250801092843,Healthy
IMG20250801092852,Canker
IMG20250801092857,Healthy
IMG20250801092859,Healthy
IMG20250801092913,Canker
IMG20250801092918,Healthy
IMG20250801092934,Canker
IMG20250801092950,Canker
IMG20250801092958,Canker
IMG20250801093022,Anthracnose
IMG20250801093046,Healthy
IMG20250801093052,Healthy
IMG20250801093056,Healthy
IMG20250801093100,Healthy
IMG20250801093114,Healthy
IMG20250801093347,Borer
IMG20250801093353,Borer
IMG20250801093430,Borer
IMG20250801093439,Mites
IMG20250801093445,Mites
IMG20250801093458,Mites
IMG20250801093539,Mites
IMG20250801093544,Mites
IMG20250801093549,Mites
IMG20250801093916,Healthy
IMG20250801093927,Healthy
IMG20250801093940,Healthy
IMG20250801093957,Healthy
IMG20250801094001,Healthy
IMG20250801094112,Healthy
IMG20250801094118,Healthy
IMG20250801094124,Healthy
IMG20250801094139,Healthy
IMG20250801094839,Borer
IMG20250801094844,Borer
IMG20250801094852,Mites
IMG20250801094942,
IMG20250801094948,Anthracnose
IMG20250801095030,Canker
IMG20250801095044,Healthy
IMG20250801095051,Healthy
IMG20250801095120,Healthy
IMG20250801095128,Canker
IMG20250801095138,Healthy
IMG20250801095153,Healthy
IMG20250801095204,Healthy
IMG20250801095207,Healthy
IMG20250801095231,Healthy
IMG20250801095237,Healthy
IMG20250801095259,Healthy
IMG20250801095307,Healthy
IMG20250801095326,Anthracnose
IMG20250801095342,
IMG20250801095405,Healthy
IMG20250801095445,Healthy
IMG20250801095521,Healthy
IMG20250801095528,Healthy
IMG20250801095546,Healthy
IMG20250801095559,Healthy
IMG20250801095602,Healthy
IMG20250801095606,
IMG20250801095612,Healthy
IMG20250801095627,Mites
IMG20250801095633,Canker
IMG20250801095639,Mites
IMG20250801095643,Mites
IMG20250801095839,Healthy
IMG20250801095843,Healthy
IMG20250801095847,Healthy
IMG20250801095852,Healthy
IMG20250801095903,
IMG20250801095914,Healthy
IMG20250801095941,Healthy
IMG20250801095945,Healthy
IMG20250801095952,Healthy
IMG20250801100041,Anthracnose
IMG20250801100045,Anthracnose
IMG20250801100120,
IMG20250801100252,Borer
IMG20250801100303,Borer
IMG20250801100333,Borer
IMG20250801101101,Borer
IMG20250801101108,Borer
IMG20250801101112,Borer
IMG20250801101127,
IMG20250801101146,Mites
IMG20250801101200,Healthy
IMG20250801101205,Borer
IMG20250801101230,Healthy
IMG20250801101247,Borer
IMG20250801101304,Healthy
IMG20250801101313,Healthy
IMG20250801101320,Mites
IMG20250801101341,Anthracnose
IMG20250801101432,Healthy
IMG20250801101446,Healthy
IMG20250801101602,
IMG20250801101607,Canker
IMG20250801101636,Mites
IMG20250801101640,Anthracnose
IMG20250801101804,
IMG20250801102041,Mites
IMG20250801102049,Mites
IMG20250801102213,Borer
IMG20250801102220,Borer
IMG20250801102310,Borer
IMG20250801102316,Borer
IMG20250801102615,Mites
IMG20250801102619,Mites
IMG20250801102630,Borer
IMG20250801102636,Mites
IMG20250801102643,Borer
IMG20250801102802,Healthy
IMG20250801102810,
IMG20250801102900,Mites
IMG20250801102905,Mites
IMG20250801102917,Mites
IMG20250801102922,Mites
IMG20250801102934,Mites
IMG20250801102953,Mites
IMG20250801103000,Mites
IMG20250801103030,Healthy
IMG20250801103110,Healthy
IMG20250801103118,Healthy
IMG20250801103149,Healthy
IMG20250801103202,Healthy
