filepath,class,infraclass,filename,set
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703084226.png,melanose,melanose_small,IMG20250703084226.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703084242.png,anthracnose,anthrac_black_lesion,IMG20250703084242.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084432.png,anthracnose,anthrac_yellowing_skin,IMG20250703084432.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_multiple_holes\IMG20250703084443.png,borer,borer_multiple_holes,IMG20250703084443.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084456.png,anthracnose,anthrac_yellowing_skin,IMG20250703084456.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084507.png,anthracnose,anthrac_yellowing_skin,IMG20250703084507.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084530.png,anthracnose,anthrac_yellowing_skin,IMG20250703084530.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_vertical_scar\IMG20250703084546.png,borer,borer_vertical_scar,IMG20250703084546.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_vertical_scar\IMG20250703084600.png,borer,borer_vertical_scar,IMG20250703084600.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084612.png,anthracnose,anthrac_yellowing_skin,IMG20250703084612.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084621.png,anthracnose,anthrac_yellowing_skin,IMG20250703084621.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703084625.png,anthracnose,anthrac_yellowing_skin,IMG20250703084625.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084649.png,anthracnose,anthrac_rusty_lesion,IMG20250703084649.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703084659.png,melanose,melanose_medium,IMG20250703084659.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084739.png,anthracnose,anthrac_rusty_lesion,IMG20250703084739.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084748.png,anthracnose,anthrac_rusty_lesion,IMG20250703084748.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084756.png,anthracnose,anthrac_rusty_lesion,IMG20250703084756.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084804.png,anthracnose,anthrac_rusty_lesion,IMG20250703084804.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084811.png,anthracnose,anthrac_rusty_lesion,IMG20250703084811.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084817.png,anthracnose,anthrac_rusty_lesion,IMG20250703084817.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084829.png,anthracnose,anthrac_rusty_lesion,IMG20250703084829.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084848.png,anthracnose,anthrac_rusty_lesion,IMG20250703084848.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703084857.png,anthracnose,anthrac_rusty_lesion,IMG20250703084857.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703085020.png,melanose,melanose_small,IMG20250703085020.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085050.png,anthracnose,anthrac_rusty_lesion,IMG20250703085050.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085055.png,anthracnose,anthrac_rusty_lesion,IMG20250703085055.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085104.png,anthracnose,anthrac_rusty_lesion,IMG20250703085104.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703085110.png,anthracnose,anthrac_black_lesion,IMG20250703085110.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703085125.png,anthracnose,anthrac_black_lesion,IMG20250703085125.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703085130.png,borer,borer_large_hole,IMG20250703085130.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_front_patch\IMG20250703085232.png,mites,mites_front_patch,IMG20250703085232.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_front_patch\IMG20250703085534.png,mites,mites_front_patch,IMG20250703085534.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_front_patch\IMG20250703085550.png,mites,mites_front_patch,IMG20250703085550.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085555.png,anthracnose,anthrac_rusty_lesion,IMG20250703085555.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703085604.png,borer,borer_large_hole,IMG20250703085604.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_multiple_holes\IMG20250703085609.png,borer,borer_multiple_holes,IMG20250703085609.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703085615.png,borer,borer_large_hole,IMG20250703085615.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_vertical_scar\IMG20250703085620.png,borer,borer_vertical_scar,IMG20250703085620.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703085629.png,anthracnose,anthrac_yellowing_skin,IMG20250703085629.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_multiple_holes\IMG20250703085633.png,borer,borer_multiple_holes,IMG20250703085633.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085642.png,anthracnose,anthrac_rusty_lesion,IMG20250703085642.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085654.png,mites,mites_covered_surface,IMG20250703085654.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085657.png,mites,mites_covered_surface,IMG20250703085657.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085701.png,mites,mites_covered_surface,IMG20250703085701.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085716.png,anthracnose,anthrac_rusty_lesion,IMG20250703085716.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703085726.png,mites,mites_scrapes,IMG20250703085726.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703085730.png,melanose,melanose_medium,IMG20250703085730.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085741.png,mites,mites_covered_surface,IMG20250703085741.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085744.png,mites,mites_covered_surface,IMG20250703085744.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703085753.png,borer,borer_large_hole,IMG20250703085753.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_vertical_scar\IMG20250703085759.png,borer,borer_vertical_scar,IMG20250703085759.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085813.png,mites,mites_covered_surface,IMG20250703085813.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085817.png,mites,mites_covered_surface,IMG20250703085817.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703085830.png,anthracnose,anthrac_rusty_lesion,IMG20250703085830.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085835.png,mites,mites_covered_surface,IMG20250703085835.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_vertical_scar\IMG20250703085850.png,borer,borer_vertical_scar,IMG20250703085850.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703085908.png,mites,mites_scrapes,IMG20250703085908.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085912.png,mites,mites_covered_surface,IMG20250703085912.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703085932.png,borer,borer_large_hole,IMG20250703085932.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_front_patch\IMG20250703085938.png,mites,mites_front_patch,IMG20250703085938.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085943.png,mites,mites_covered_surface,IMG20250703085943.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703085948.png,mites,mites_covered_surface,IMG20250703085948.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090030.png,mites,mites_covered_surface,IMG20250703090030.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703090036.png,melanose,melanose_small,IMG20250703090036.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090040.png,anthracnose,anthrac_rusty_lesion,IMG20250703090040.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090047.png,mites,mites_covered_surface,IMG20250703090047.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090122.png,mites,mites_covered_surface,IMG20250703090122.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090207.png,mites,mites_covered_surface,IMG20250703090207.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090224.png,anthracnose,anthrac_rusty_lesion,IMG20250703090224.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090228.png,anthracnose,anthrac_rusty_lesion,IMG20250703090228.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090234.png,mites,mites_covered_surface,IMG20250703090234.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090239.png,mites,mites_covered_surface,IMG20250703090239.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090244.png,mites,mites_covered_surface,IMG20250703090244.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090307.png,mites,mites_covered_surface,IMG20250703090307.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090310.png,anthracnose,anthrac_rusty_lesion,IMG20250703090310.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090339.png,anthracnose,anthrac_rusty_lesion,IMG20250703090339.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090504.png,mites,mites_covered_surface,IMG20250703090504.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090508.png,mites,mites_covered_surface,IMG20250703090508.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703090735.png,anthracnose,anthrac_yellowing_skin,IMG20250703090735.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703090740.png,anthracnose,anthrac_yellowing_skin,IMG20250703090740.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_vertical_scar\IMG20250703090751.png,borer,borer_vertical_scar,IMG20250703090751.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090800.png,mites,mites_covered_surface,IMG20250703090800.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703090803.png,melanose,melanose_medium,IMG20250703090803.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_small_hole\IMG20250703090807.png,borer,borer_small_hole,IMG20250703090807.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090816.png,anthracnose,anthrac_rusty_lesion,IMG20250703090816.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090820.png,anthracnose,anthrac_rusty_lesion,IMG20250703090820.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090829.png,anthracnose,anthrac_rusty_lesion,IMG20250703090829.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090834.png,anthracnose,anthrac_rusty_lesion,IMG20250703090834.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703090838.png,anthracnose,anthrac_black_lesion,IMG20250703090838.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090843.png,mites,mites_covered_surface,IMG20250703090843.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090847.png,mites,mites_covered_surface,IMG20250703090847.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703090852.png,anthracnose,anthrac_yellowing_skin,IMG20250703090852.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703090855.png,anthracnose,anthrac_yellowing_skin,IMG20250703090855.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090906.png,anthracnose,anthrac_rusty_lesion,IMG20250703090906.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090909.png,anthracnose,anthrac_rusty_lesion,IMG20250703090909.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090913.png,mites,mites_covered_surface,IMG20250703090913.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090916.png,mites,mites_covered_surface,IMG20250703090916.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090920.png,mites,mites_covered_surface,IMG20250703090920.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090923.png,mites,mites_covered_surface,IMG20250703090923.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090929.png,mites,mites_covered_surface,IMG20250703090929.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090931.png,mites,mites_covered_surface,IMG20250703090931.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090937.png,mites,mites_covered_surface,IMG20250703090937.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090940.png,mites,mites_covered_surface,IMG20250703090940.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090944.png,mites,mites_covered_surface,IMG20250703090944.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703090948.png,mites,mites_covered_surface,IMG20250703090948.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703090953.png,anthracnose,anthrac_black_lesion,IMG20250703090953.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703090956.png,anthracnose,anthrac_rusty_lesion,IMG20250703090956.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_rusty_lesion\IMG20250703091001.png,anthracnose,anthrac_rusty_lesion,IMG20250703091001.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703091004.png,melanose,melanose_medium,IMG20250703091004.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703091010.png,mites,mites_covered_surface,IMG20250703091010.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_scrapes\IMG20250703091014.png,mites,mites_scrapes,IMG20250703091014.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_black_lesion\IMG20250703091020.png,anthracnose,anthrac_black_lesion,IMG20250703091020.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703091028.png,mites,mites_covered_surface,IMG20250703091028.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703091031.png,mites,mites_covered_surface,IMG20250703091031.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703091050.png,borer,borer_large_hole,IMG20250703091050.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703091103.png,anthracnose,anthrac_yellowing_skin,IMG20250703091103.png,test
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703091111.png,mites,mites_covered_surface,IMG20250703091111.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703091127.png,melanose,melanose_medium,IMG20250703091127.png,val
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_small\IMG20250703091131.png,melanose,melanose_small,IMG20250703091131.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\melanose\melanose_medium\IMG20250703091144.png,melanose,melanose_medium,IMG20250703091144.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\anthracnose\anthrac_yellowing_skin\IMG20250703091200.png,anthracnose,anthrac_yellowing_skin,IMG20250703091200.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\borer\borer_large_hole\IMG20250703091204.png,borer,borer_large_hole,IMG20250703091204.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703091213.png,mites,mites_covered_surface,IMG20250703091213.png,train
C:\Users\giant\Projects\pomelo-disease-classification\images\enhanced\mites\mites_covered_surface\IMG20250703091216.png,mites,mites_covered_surface,IMG20250703091216.png,val
