Name,Class,Status,Mask Index Override,X Point Override,Y Point Override,Debug
IMG20250703083809,Unlabeled,Processed,,,,FALSE
IMG20250703083815,Unlabeled,Processed,,,,FALSE
IMG20250703083827,Unlabeled,Processed,,,,FALSE
IMG20250703083842,Unlabeled,Processed,,,,FALSE
IMG20250703083848,Unlabeled,Processed,,,,FALSE
IMG20250703083851,Unlabeled,Processed,,,,FALSE
IMG20250703083854,Unlabeled,Processed,,,,FALSE
IMG20250703083859,Unlabeled,Processed,,,,FALSE
IMG20250703083903,Unlabeled,Processed,,,,FALSE
IMG20250703083910,Unlabeled,Processed,,,,FALSE
IMG20250703083921,Unlabeled,Processed,,,,FALSE
IMG20250703083933,Unlabeled,Processed,,,,FALSE
IMG20250703083940,Unlabeled,Processed,,,,FALSE
IMG20250703083947,Unlabeled,Processed,,,,FALSE
IMG20250703083951,Unlabeled,Processed,,,,FALSE
IMG20250703084009,Unlabeled,Processed,,,,FALSE
IMG20250703084016,Unlabeled,Processed,,,,FALSE
IMG20250703084019,Unlabeled,Partial,,,,FALSE
IMG20250703084026,Unlabeled,Partial,,,,FALSE
IMG20250703084030,Unlabeled,Processed,,,,FALSE
IMG20250703084033,Unlabeled,Processed,,,,FALSE
IMG20250703084045,Unlabeled,Processed,,,,FALSE
IMG20250703084058,Unlabeled,Processed,,,,FALSE
IMG20250703084105,Unlabeled,Processed,,,,FALSE
IMG20250703084114,Unlabeled,Processed,,,,FALSE
IMG20250703084121,Unlabeled,Partial,,,,FALSE
IMG20250703084128,Unlabeled,Partial,,,,FALSE
IMG20250703084134,Unlabeled,Processed,,,,FALSE
IMG20250703084141,Unlabeled,Processed,,,,FALSE
IMG20250703084147,Unlabeled,Processed,,,,FALSE
IMG20250703084150,Unlabeled,Processed,,,,FALSE
IMG20250703084155,Unlabeled,Processed,,,,FALSE
IMG20250703084201,Unlabeled,Processed,,,,FALSE
IMG20250703084210,Unlabeled,Processed,,,,FALSE
IMG20250703084216,Canker,Processed,,,,FALSE
IMG20250703084223,Unlabeled,Processed,,,,FALSE
IMG20250703084226,Unlabeled,Processed,,,,FALSE
IMG20250703084230,Unlabeled,Partial,,,,FALSE
IMG20250703084237,Unlabeled,Processed,,,,FALSE
IMG20250703084242,Unlabeled,Processed,,,,FALSE
IMG20250703084411,Unlabeled,Unusable,,,,FALSE
IMG20250703084420,Unlabeled,Processed,,,,FALSE
IMG20250703084432,Unlabeled,Processed,,,,FALSE
IMG20250703084443,Anthracnose,Processed,,,,FALSE
IMG20250703084456,Anthracnose,Processed,,,,FALSE
IMG20250703084507,Unlabeled,Processed,,,,FALSE
IMG20250703084530,Unlabeled,Processed,,,,FALSE
IMG20250703084546,Unlabeled,Processed,,,,FALSE
IMG20250703084600,Unlabeled,Processed,,,,FALSE
IMG20250703084612,Unlabeled,Processed,,,,FALSE
IMG20250703084621,Unlabeled,Processed,,,,FALSE
IMG20250703084625,Unlabeled,Processed,,,,FALSE
IMG20250703084638,Unlabeled,Processed,,,,FALSE
IMG20250703084649,Unlabeled,Processed,,,,FALSE
IMG20250703084659,Unlabeled,Processed,,,,FALSE
IMG20250703084713,Unlabeled,Processed,,,,FALSE
IMG20250703084739,Anthracnose,Processed,,,,FALSE
IMG20250703084748,Unlabeled,Processed,,,,FALSE
IMG20250703084756,Unlabeled,Processed,,,,FALSE
IMG20250703084804,Unlabeled,Processed,,,,FALSE
IMG20250703084811,Unlabeled,Processed,,,,FALSE
IMG20250703084817,Anthracnose,Processed,,,,FALSE
IMG20250703084829,Unlabeled,Processed,,,,FALSE
IMG20250703084833,Unlabeled,Processed,,,,FALSE
IMG20250703084839,Unlabeled,Processed,,,,FALSE
IMG20250703084848,Anthracnose,Processed,,,,FALSE
IMG20250703084857,Anthracnose,Partial,,,,FALSE
IMG20250703084904,Unlabeled,Processed,,,,FALSE
IMG20250703084918,Unlabeled,Processed,,,,FALSE
IMG20250703084932,Unlabeled,Processed,,,,FALSE
IMG20250703084935,Unlabeled,Processed,,,,FALSE
IMG20250703085016,Unlabeled,Processed,,,,FALSE
IMG20250703085020,Unlabeled,Processed,,,,FALSE
IMG20250703085029,Unlabeled,Processed,,,,FALSE
IMG20250703085039,Anthracnose,Unusable,,,,FALSE
IMG20250703085050,Anthracnose,Processed,,,,FALSE
IMG20250703085055,Anthracnose,Processed,,,,FALSE
IMG20250703085101,Unlabeled,Processed,,,,FALSE
IMG20250703085104,Unlabeled,Processed,,,,FALSE
IMG20250703085110,Unlabeled,Processed,,,,FALSE
IMG20250703085125,Unlabeled,Processed,,,,FALSE
IMG20250703085130,Unlabeled,Processed,,,,FALSE
IMG20250703085232,Unlabeled,Processed,3,,,FALSE
IMG20250703085534,Unlabeled,Processed,,,,FALSE
IMG20250703085540,Unlabeled,Processed,,,,FALSE
IMG20250703085550,Mites,Processed,,,,FALSE
IMG20250703085555,Unlabeled,Processed,,,,FALSE
IMG20250703085604,Unlabeled,Processed,,,,FALSE
IMG20250703085609,Unlabeled,Processed,,,,FALSE
IMG20250703085615,Unlabeled,Processed,,,,FALSE
IMG20250703085620,Unlabeled,Processed,,,,FALSE
IMG20250703085629,Unlabeled,Processed,,,,FALSE
IMG20250703085633,Unlabeled,Processed,,,,FALSE
IMG20250703085642,Unlabeled,Processed,,,,FALSE
IMG20250703085646,Unlabeled,Processed,,,,FALSE
IMG20250703085654,Unlabeled,Processed,,,,FALSE
IMG20250703085657,Unlabeled,Processed,,,,FALSE
IMG20250703085701,Unlabeled,Processed,,,,FALSE
IMG20250703085711,Unlabeled,Processed,,,,FALSE
IMG20250703085716,Unlabeled,Processed,,,,FALSE
IMG20250703085726,Unlabeled,Processed,,,,FALSE
IMG20250703085730,Unlabeled,Processed,,,,FALSE
IMG20250703085741,Unlabeled,Processed,,,,FALSE
IMG20250703085744,Unlabeled,Processed,,,,FALSE
IMG20250703085749,Unlabeled,Processed,,,,FALSE
IMG20250703085753,Unlabeled,Processed,,,,FALSE
IMG20250703085759,Unlabeled,Processed,,,,FALSE
IMG20250703085803,Unlabeled,Processed,,,,FALSE
IMG20250703085813,Unlabeled,Processed,,,,FALSE
IMG20250703085817,Unlabeled,Processed,,,,FALSE
IMG20250703085830,Unlabeled,Processed,,,,FALSE
IMG20250703085835,Unlabeled,Processed,,,,FALSE
IMG20250703085850,Unlabeled,Processed,,,,FALSE
IMG20250703085854,Unlabeled,Processed,,,,FALSE
IMG20250703085908,Unlabeled,Processed,,,,FALSE
IMG20250703085912,Unlabeled,Processed,,,,FALSE
IMG20250703085932,Unlabeled,Processed,,,,FALSE
IMG20250703085938,Unlabeled,Processed,,,,FALSE
IMG20250703085943,Unlabeled,Processed,,,,FALSE
IMG20250703085948,Unlabeled,Processed,,,,FALSE
IMG20250703090024,Unlabeled,Processed,,,,FALSE
IMG20250703090030,Unlabeled,Processed,,,,FALSE
IMG20250703090036,Unlabeled,Processed,,,,FALSE
IMG20250703090040,Unlabeled,Processed,,,,FALSE
IMG20250703090047,Unlabeled,Processed,,,,FALSE
IMG20250703090050,Unlabeled,Processed,,,,FALSE
IMG20250703090116,Unlabeled,Processed,,,,FALSE
IMG20250703090122,Unlabeled,Processed,,,,FALSE
IMG20250703090125,Unlabeled,Processed,,,,FALSE
IMG20250703090137,Unlabeled,Processed,,,,FALSE
IMG20250703090147,Unlabeled,Processed,,,,FALSE
IMG20250703090201,Unlabeled,Processed,,,,FALSE
IMG20250703090207,Unlabeled,Processed,,,,FALSE
IMG20250703090212,Unlabeled,Processed,,,,FALSE
IMG20250703090219,Unlabeled,Processed,,,,FALSE
IMG20250703090224,Unlabeled,Processed,,,,FALSE
IMG20250703090228,Unlabeled,Processed,,,,FALSE
IMG20250703090234,Unlabeled,Processed,,,,FALSE
IMG20250703090239,Unlabeled,Processed,,,,FALSE
IMG20250703090244,Unlabeled,Processed,,,,FALSE
IMG20250703090307,Unlabeled,Processed,,,,FALSE
IMG20250703090310,Unlabeled,Processed,,,,FALSE
IMG20250703090314,Unlabeled,Processed,,,,FALSE
IMG20250703090339,Unlabeled,Processed,,,,FALSE
IMG20250703090343,Unlabeled,Processed,,,,FALSE
IMG20250703090346,Unlabeled,Processed,,,,FALSE
IMG20250703090504,Unlabeled,Processed,,,,FALSE
IMG20250703090508,Unlabeled,Processed,,,,FALSE
IMG20250703090735,Unlabeled,Processed,,,,FALSE
IMG20250703090740,Unlabeled,Processed,,,,FALSE
IMG20250703090746,Unlabeled,Processed,,,,FALSE
IMG20250703090751,Unlabeled,Processed,,,,FALSE
IMG20250703090800,Unlabeled,Processed,,,,FALSE
IMG20250703090803,Unlabeled,Processed,,,,FALSE
IMG20250703090807,Unlabeled,Processed,,,,FALSE
IMG20250703090811,Unlabeled,Processed,,,,FALSE
IMG20250703090816,Unlabeled,Processed,,,,FALSE
IMG20250703090820,Unlabeled,Processed,,,,FALSE
IMG20250703090826,Unlabeled,Processed,,,,FALSE
IMG20250703090829,Unlabeled,Processed,,,,FALSE
IMG20250703090834,Unlabeled,Processed,,,,FALSE
IMG20250703090838,Unlabeled,Processed,,,,FALSE
IMG20250703090843,Unlabeled,Processed,,,,FALSE
IMG20250703090847,Unlabeled,Processed,,,,FALSE
IMG20250703090852,Unlabeled,Processed,,,,FALSE
IMG20250703090855,Unlabeled,Processed,,,,FALSE
IMG20250703090906,Unlabeled,Processed,,,,FALSE
IMG20250703090909,Unlabeled,Processed,,,,FALSE
IMG20250703090913,Unlabeled,Processed,,,,FALSE
IMG20250703090916,Unlabeled,Processed,,,,FALSE
IMG20250703090920,Unlabeled,Processed,,,,FALSE
IMG20250703090923,Unlabeled,Processed,,,,FALSE
IMG20250703090929,Unlabeled,Processed,,,,FALSE
IMG20250703090931,Unlabeled,Processed,,,,FALSE
IMG20250703090937,Unlabeled,Processed,,,,FALSE
IMG20250703090940,Unlabeled,Processed,,,,FALSE
IMG20250703090944,Unlabeled,Processed,,,,FALSE
IMG20250703090948,Unlabeled,Processed,,,,FALSE
IMG20250703090953,Unlabeled,Processed,,,,FALSE
IMG20250703090956,Unlabeled,Processed,,,,FALSE
IMG20250703091001,Unlabeled,Processed,,,,FALSE
IMG20250703091004,Unlabeled,Processed,,,,FALSE
IMG20250703091010,Unlabeled,Processed,,,,FALSE
IMG20250703091014,Unlabeled,Processed,,,,FALSE
IMG20250703091020,Unlabeled,Processed,,,,FALSE
IMG20250703091024,Unlabeled,Processed,,,,FALSE
IMG20250703091028,Unlabeled,Processed,,,,FALSE
IMG20250703091031,Unlabeled,Processed,,,,FALSE
IMG20250703091050,Unlabeled,Processed,,,,FALSE
IMG20250703091103,Unlabeled,Processed,,,,FALSE
IMG20250703091111,Unlabeled,Processed,,,,FALSE
IMG20250703091114,Unlabeled,Processed,,,,FALSE
IMG20250703091127,Unlabeled,Processed,,,,FALSE
IMG20250703091131,Unlabeled,Processed,,,,FALSE
IMG20250703091139,Unlabeled,Processed,,,,FALSE
IMG20250703091144,Unlabeled,Processed,,,,FALSE
IMG20250703091200,Unlabeled,Processed,,,,FALSE
IMG20250703091204,Unlabeled,Processed,,,,FALSE
IMG20250703091213,Unlabeled,Processed,,,,FALSE
IMG20250703091216,Unlabeled,Processed,,,,FALSE
IMG20250703091225,Unlabeled,Processed,,,,FALSE
IMG20250703091232,Unlabeled,Processed,,,,FALSE
IMG20250703091236,Unlabeled,Processed,,,,FALSE
IMG20250703091247,Unlabeled,Processed,,,,FALSE
IMG20250703091255,Unlabeled,Processed,,,,FALSE
IMG20250703091304,Unlabeled,Processed,,,,FALSE
IMG20250703091307,Unlabeled,Processed,,,,FALSE
IMG20250703091312,Unlabeled,Processed,,,,FALSE
IMG20250703091317,Unlabeled,Processed,,,,FALSE
IMG20250703091323,Unlabeled,Processed,,,,FALSE
IMG20250703091330,Unlabeled,Processed,,,,FALSE
IMG20250703091334,Unlabeled,Processed,,,,FALSE
IMG20250703091340,Unlabeled,Processed,,,,FALSE
IMG20250703091344,Unlabeled,Processed,,,,FALSE
IMG20250703091349,Unlabeled,Processed,,,,FALSE
IMG20250703091352,Unlabeled,Processed,,,,FALSE
IMG20250703091413,Unlabeled,Processed,,,,FALSE
IMG20250703091418,Unlabeled,Processed,,,,FALSE
IMG20250703091426,Unlabeled,Processed,,,,FALSE
IMG20250703091433,Unlabeled,Processed,,,,FALSE
IMG20250703091437,Unlabeled,Processed,,,,FALSE
IMG20250703091445,Unlabeled,Processed,,,,FALSE
IMG20250703091451,Unlabeled,Processed,,,,FALSE
IMG20250703091458,Unlabeled,Processed,,,,FALSE
IMG20250703091505,Unlabeled,Processed,,,,FALSE
IMG20250703091511,Unlabeled,Processed,,,,FALSE
IMG20250703091514,Unlabeled,Processed,,,,FALSE
IMG20250703091519,Unlabeled,Processed,,,,FALSE
IMG20250703091525,Unlabeled,Processed,,,,FALSE
IMG20250703091530,Unlabeled,Processed,,,,FALSE
IMG20250703091734,Unlabeled,Processed,,,,FALSE
IMG20250703091738,Unlabeled,Processed,,,,FALSE
IMG20250703091742,Unlabeled,Processed,,,,FALSE
IMG20250703091746,Unlabeled,Processed,,,,FALSE
IMG20250703091749,Unlabeled,Processed,,,,FALSE
IMG20250703091756,Unlabeled,Processed,,,,FALSE
IMG20250703091802,Unlabeled,Processed,,,,FALSE
IMG20250703091816,Unlabeled,Processed,,,,FALSE
IMG20250703091826,Unlabeled,Processed,,,,FALSE
IMG20250703091832,Unlabeled,Processed,,,,FALSE
IMG20250703091859,Unlabeled,Processed,,,,FALSE
IMG20250703091904,Unlabeled,Processed,,,,FALSE
IMG20250703091911,Unlabeled,Processed,,,,FALSE
IMG20250703091950,Unlabeled,Processed,,,,FALSE
IMG20250703091954,Unlabeled,Processed,,,,FALSE
IMG20250703091957,Unlabeled,Processed,,,,FALSE
IMG20250703092003,Unlabeled,Processed,,,,FALSE
IMG20250703092024,Unlabeled,Processed,,,,FALSE
IMG20250703092036,Unlabeled,Processed,,,,FALSE
IMG20250703092047,Unlabeled,Processed,,,,FALSE
IMG20250703092057,Unlabeled,Processed,,,,FALSE
IMG20250703092059,Unlabeled,Processed,,,,FALSE
IMG20250703092104,Unlabeled,Processed,,,,FALSE
IMG20250703092109,Unlabeled,Processed,,,,FALSE
IMG20250703092137,Anthracnose,Processed,,,,FALSE
IMG20250703092142,Anthracnose,Processed,,,,FALSE
IMG20250703092151,Anthracnose,Processed,,,,FALSE
IMG20250703092158,Anthracnose,Processed,,,,FALSE
IMG20250703092205,Anthracnose,Processed,,,,FALSE
IMG20250703092213,Anthracnose,Processed,,,,FALSE
IMG20250703092217,Anthracnose,Processed,,,,FALSE
IMG20250703092224,Anthracnose,Processed,,,,FALSE
IMG20250703092228,Anthracnose,Processed,,,,FALSE
IMG20250703092246,Anthracnose,Processed,,,,FALSE
IMG20250703092252,Anthracnose,Processed,,,,FALSE
IMG20250703092258,Anthracnose,Processed,,,,FALSE
IMG20250703092302,Anthracnose,Processed,,,,FALSE
IMG20250703092314,Unlabeled,Processed,,,,FALSE
IMG20250703092320,Unlabeled,Processed,,,,FALSE
IMG20250703092323,Unlabeled,Processed,,,,FALSE
IMG20250703092329,Unlabeled,Processed,,,,FALSE
IMG20250703092333,Unlabeled,Processed,,,,FALSE
IMG20250703092343,Unlabeled,Processed,,,,FALSE
IMG20250703092350,Unlabeled,Processed,,,,FALSE
IMG20250703092353,Unlabeled,Processed,,,,FALSE
IMG20250703092402,Unlabeled,Processed,,,,FALSE
IMG20250703092405,Unlabeled,Processed,,,,FALSE
IMG20250703092416,Unlabeled,Processed,,,,FALSE
IMG20250703092419,Unlabeled,Processed,,,,FALSE
IMG20250703092421,Unlabeled,Partial,,,,FALSE
IMG20250703092429,Unlabeled,Processed,,,,FALSE
IMG20250703092433,Unlabeled,Processed,,,,FALSE
IMG20250703092438,Unlabeled,Processed,,,,FALSE
IMG20250703092440,Unlabeled,Processed,,,,FALSE
IMG20250703092443,Unlabeled,Processed,,,,FALSE
IMG20250703092446,Unlabeled,Processed,,,,FALSE
IMG20250703092453,Unlabeled,Processed,,,,FALSE
IMG20250703092456,Unlabeled,Processed,,,,FALSE
IMG20250703092459,Unlabeled,Processed,,,,FALSE
IMG20250703092508,Unlabeled,Processed,,,,FALSE
IMG20250703092513,Unlabeled,Processed,,,,FALSE
IMG20250703092518,Unlabeled,Processed,,,,FALSE
IMG20250703092523,Unlabeled,Processed,,,,FALSE
IMG20250703092528,Unlabeled,Processed,,,,FALSE
IMG20250703092543,Unlabeled,Processed,,,,FALSE
IMG20250703092546,Unlabeled,Processed,,768,1554,FALSE
IMG20250703092553,Unlabeled,Processed,,,,FALSE
IMG20250703092654,Unlabeled,Processed,,,,FALSE
IMG20250703092658,Unlabeled,Processed,,,,FALSE
IMG20250703092702,Unlabeled,Processed,,,,FALSE
IMG20250703092709,Unlabeled,Processed,,,,FALSE
IMG20250703092714,Unlabeled,Processed,,,,FALSE
IMG20250703092717,Unlabeled,Processed,,,,FALSE
IMG20250703092731,Unlabeled,Processed,,,,FALSE
IMG20250703092738,Unlabeled,Processed,,,,FALSE
IMG20250703092831,Unlabeled,Processed,,,,FALSE
IMG20250703092838,Unlabeled,Processed,,,,FALSE
IMG20250703092847,Unlabeled,Processed,,,,FALSE
IMG20250703092853,Unlabeled,Processed,,,,FALSE
IMG20250703092859,Unlabeled,Processed,,,,FALSE
IMG20250703092910,Unlabeled,Processed,,,,FALSE
IMG20250703092917,Unlabeled,Processed,,,,FALSE
IMG20250703092920,Unlabeled,Processed,,,,FALSE
IMG20250703092925,Unlabeled,Processed,,,,FALSE
IMG20250703093012,Unlabeled,Processed,,,,FALSE
IMG20250703093023,Unlabeled,Processed,,,,FALSE
IMG20250703093026,Unlabeled,Processed,,,,FALSE
IMG20250703093038,Unlabeled,Processed,,850,1844,FALSE
IMG20250703093045,Unlabeled,Processed,,,,FALSE
IMG20250703093052,Unlabeled,Processed,,,,FALSE
IMG20250703093057,Unlabeled,Unusable,,,,FALSE
IMG20250703093109,Unlabeled,Processed,,,,FALSE
IMG20250703093122,Unlabeled,Processed,,,,FALSE
IMG20250703093127,Unlabeled,Processed,,,,FALSE
IMG20250703093139,Unlabeled,Processed,,,,FALSE
IMG20250703093147,Unlabeled,Processed,,,,FALSE
IMG20250703093221,Unlabeled,Processed,,,,FALSE
IMG20250703093226,Unlabeled,Processed,,,,FALSE
IMG20250703093230,Unlabeled,Processed,,,,FALSE
IMG20250703093237,Unlabeled,Processed,,,,FALSE
IMG20250703093245,Unlabeled,Processed,,,,FALSE
IMG20250703093251,Unlabeled,Processed,,,,FALSE
IMG20250703093258,Unlabeled,Processed,,,,FALSE
IMG20250703093304,Unlabeled,Processed,,,,FALSE
IMG20250703093310,Unlabeled,Processed,,,,FALSE
IMG20250703093313,Unlabeled,Processed,,,,FALSE
IMG20250703093318,Unlabeled,Processed,,,,FALSE
IMG20250703093321,Unlabeled,Processed,,,,FALSE
IMG20250703093325,Unlabeled,Processed,,,,FALSE
IMG20250703093327,Unlabeled,Processed,,,,FALSE
IMG20250703093342,Unlabeled,Processed,,,,FALSE
IMG20250703093345,Unlabeled,Processed,,,,FALSE
IMG20250703093349,Unlabeled,Processed,,,,FALSE
IMG20250703093401,Unlabeled,Processed,,,,FALSE
IMG20250703093411,Unlabeled,Processed,,,,FALSE
IMG20250703093418,Unlabeled,Processed,,,,FALSE
IMG20250703093426,Unlabeled,Processed,,,,FALSE
IMG20250703093431,Unlabeled,Processed,,,,FALSE
IMG20250703093438,Unlabeled,Processed,,,,FALSE
IMG20250703093457,Unlabeled,Processed,,,,FALSE
IMG20250703093500,Unlabeled,Processed,,,,FALSE
IMG20250703093504,Unlabeled,Processed,,,,FALSE
IMG20250703093515,Unlabeled,Processed,,,,FALSE
IMG20250703093518,Unlabeled,Processed,,,,FALSE
IMG20250703093521,Unlabeled,Processed,,,,FALSE
IMG20250703093528,Unlabeled,Processed,,,,FALSE
IMG20250703093535,Unlabeled,Processed,,,,FALSE
IMG20250703093538,Unlabeled,Processed,,,,FALSE
IMG20250703093540,Unlabeled,Processed,,,,FALSE
IMG20250703093544,Unlabeled,Processed,,,,FALSE
IMG20250703093551,Unlabeled,Processed,,,,FALSE
IMG20250703093553,Unlabeled,Processed,,,,FALSE
IMG20250703093557,Unlabeled,Processed,,,,FALSE
IMG20250703093630,Unlabeled,Processed,,,,FALSE
IMG20250703093643,Unlabeled,Processed,,,,FALSE
IMG20250703093648,Unlabeled,Processed,,,,FALSE
IMG20250703093701,Mites,Processed,,,,FALSE
IMG20250703093724,Mites,Processed,,,,FALSE
IMG20250703093733,Unlabeled,Processed,,,,FALSE
IMG20250703093750,Mites,Processed,,,,FALSE
IMG20250703093754,Unlabeled,Processed,,,,FALSE
IMG20250703093803,Unlabeled,Partial,,,,FALSE
IMG20250703093808,Unlabeled,Processed,,,,FALSE
IMG20250703093812,Unlabeled,Processed,,,,FALSE
IMG20250703093816,Unlabeled,Processed,,,,FALSE
IMG20250703093822,Unlabeled,Processed,,,,FALSE
IMG20250703093829,Unlabeled,Processed,,,,FALSE
IMG20250703093837,Unlabeled,Processed,,,,FALSE
IMG20250703093840,Unlabeled,Processed,,,,FALSE
IMG20250703093844,Unlabeled,Processed,,,,FALSE
IMG20250703093854,Unlabeled,Processed,,,,FALSE
IMG20250703093859,Unlabeled,Processed,,,,FALSE
IMG20250703093910,Unlabeled,Processed,,,,FALSE
IMG20250703093919,Unlabeled,Processed,,,,FALSE
IMG20250703093924,Unlabeled,Processed,,,,FALSE
IMG20250703093928,Unlabeled,Partial,,,,FALSE
IMG20250703093939,Unlabeled,Processed,,,,FALSE
IMG20250703093943,Unlabeled,Processed,,,,FALSE
IMG20250703093951,Unlabeled,Processed,,,,FALSE
IMG20250703093954,Unlabeled,Processed,,,,FALSE
IMG20250703094000,Unlabeled,Processed,,,,FALSE
IMG20250703094605,Canker,Processed,,,,FALSE
IMG20250703094609,Anthracnose,Processed,,,,FALSE
IMG20250703094620,Anthracnose,Processed,,,,FALSE
IMG20250703094624,Anthracnose,Processed,,,,FALSE
IMG20250703094636,Anthracnose,Processed,,,,FALSE
IMG20250703094640,Anthracnose,Processed,,,,FALSE
IMG20250703094648,Anthracnose,Processed,,,,FALSE
IMG20250703094652,Anthracnose,Processed,,,,FALSE
IMG20250703094746,Anthracnose,Processed,,,,FALSE
IMG20250703094756,Anthracnose,Processed,,,,FALSE
IMG20250703094929,Unlabeled,Processed,,,,FALSE
IMG20250703094932,Unlabeled,Processed,,,,FALSE
IMG20250703094937,Unlabeled,Processed,,,,FALSE
IMG20250703094942,Unlabeled,Processed,,,,FALSE
IMG20250703095045,Unlabeled,Processed,,,,FALSE
IMG20250703095054,Unlabeled,Processed,,,,FALSE
IMG20250703095104,Unlabeled,Processed,,,,FALSE
IMG20250703095106,Unlabeled,Processed,,,,FALSE
IMG20250703095114,Unlabeled,Processed,,,,FALSE
IMG20250703095120,Unlabeled,Processed,,,,FALSE
IMG20250703095131,Unlabeled,Processed,,,,FALSE
IMG20250703095136,Unlabeled,Processed,,,,FALSE
IMG20250703095230,Unlabeled,Processed,,,,FALSE
IMG20250703095234,Unlabeled,Processed,,,,FALSE
IMG20250703095241,Unlabeled,Processed,,,,FALSE
IMG20250703095249,Unlabeled,Processed,,,,FALSE
IMG20250703095253,Unlabeled,Processed,,,,FALSE
IMG20250703095255,Unlabeled,Processed,,,,FALSE
IMG20250703095257,Unlabeled,Processed,,,,FALSE
IMG20250703095302,Unlabeled,Processed,,,,FALSE
IMG20250703095304,Unlabeled,Processed,,,,FALSE
IMG20250703095308,Unlabeled,Processed,,,,FALSE
IMG20250703095417,Unlabeled,Processed,,,,FALSE
IMG20250703095421,Unlabeled,Processed,,,,FALSE
IMG20250703095432,Unlabeled,Processed,,,,FALSE
IMG20250703095501,Unlabeled,Processed,,,,FALSE
IMG20250703095503,Unlabeled,Processed,,,,FALSE
IMG20250703095508,Unlabeled,Processed,,,,FALSE
IMG20250703095511,Unlabeled,Processed,,,,FALSE
IMG20250703095529,Unlabeled,Processed,,,,FALSE
IMG20250703095546,Unlabeled,Processed,,,,FALSE
IMG20250703095559,Unlabeled,Processed,,,,FALSE
IMG20250703095602,Unlabeled,Processed,,,,FALSE
IMG20250703095614,Unlabeled,Processed,,,,FALSE
IMG20250703095617,Unlabeled,Processed,,,,FALSE
IMG20250703095624,Unlabeled,Processed,,,,FALSE
IMG20250703095634,Unlabeled,Processed,,,,FALSE
IMG20250703095642,Unlabeled,Processed,,,,FALSE
IMG20250703095646,Anthracnose,Processed,,,,FALSE
IMG20250703095657,Unlabeled,Processed,,,,FALSE
IMG20250703095716,Unlabeled,Processed,,,,FALSE
IMG20250703095738,Unlabeled,Processed,,,,FALSE
IMG20250703095802,Unlabeled,Processed,,,,FALSE
IMG20250703095805,Unlabeled,Processed,,,,FALSE
IMG20250703095808,Unlabeled,Processed,,,,FALSE
IMG20250703095816,Unlabeled,Processed,,,,FALSE
IMG20250703095819,Unlabeled,Processed,,,,FALSE
